"participant","vis","rdirection","sign","visandsign","rbase","approach","jnd","condition"
"hrpgl0kn","parallelCoordinates","positive",1,"parallelCoordinatespositive",0.8,"below",0.185,"parallelCoordinatespositive-0.8-below"
"hrpgl0kn","parallelCoordinates","positive",1,"parallelCoordinatespositive",0.8,"above",0.106666667,"parallelCoordinatespositive-0.8-above"
"hrpgl0kn","parallelCoordinates","positive",1,"parallelCoordinatespositive",0.5,"below",0.203333333,"parallelCoordinatespositive-0.5-below"
"hsyp8e7i","ordered_line","negative",-1,"ordered_linenegative",0.3,"above",0.215,"ordered_linenegative-0.3-above"
"hsyp8e7i","ordered_line","negative",-1,"ordered_linenegative",0.3,"below",0.173333333,"ordered_linenegative-0.3-below"
"hsyp8e7i","ordered_line","negative",-1,"ordered_linenegative",0.6,"below",0.135,"ordered_linenegative-0.6-below"
"hsyp8e7i","ordered_line","negative",-1,"ordered_linenegative",0.6,"above",0.081666667,"ordered_linenegative-0.6-above"
"hsywvdj5","ordered_line","negative",-1,"ordered_linenegative",0.8,"above",0.03,"ordered_linenegative-0.8-above"
"hsywvdj5","ordered_line","negative",-1,"ordered_linenegative",0.8,"below",0.061666667,"ordered_linenegative-0.8-below"
"hsywvdj5","ordered_line","negative",-1,"ordered_linenegative",0.5,"below",0.393333333,"ordered_linenegative-0.5-below"
"hsywvdj5","ordered_line","negative",-1,"ordered_linenegative",0.5,"above",0.17,"ordered_linenegative-0.5-above"
"hrjqexf6","scatterplot","negative",-1,"scatterplotnegative",0.3,"above",0.11,"scatterplotnegative-0.3-above"
"hrjqexf6","scatterplot","negative",-1,"scatterplotnegative",0.3,"below",0.096666667,"scatterplotnegative-0.3-below"
"hrjqexf6","scatterplot","negative",-1,"scatterplotnegative",0.6,"above",0.056666667,"scatterplotnegative-0.6-above"
"hrjqexf6","scatterplot","negative",-1,"scatterplotnegative",0.6,"below",0.066666667,"scatterplotnegative-0.6-below"
"hrjciv14","scatterplot","positive",1,"scatterplotpositive",0.8,"below",0.065,"scatterplotpositive-0.8-below"
"hrjciv14","scatterplot","positive",1,"scatterplotpositive",0.4,"above",0.055,"scatterplotpositive-0.4-above"
"hrjciv14","scatterplot","positive",1,"scatterplotpositive",0.8,"above",0.051666667,"scatterplotpositive-0.8-above"
"hrjciv14","scatterplot","positive",1,"scatterplotpositive",0.4,"below",0.06,"scatterplotpositive-0.4-below"
"hrji1vj1","scatterplot","negative",-1,"scatterplotnegative",0.4,"above",0.061666667,"scatterplotnegative-0.4-above"
"hrji1vj1","scatterplot","negative",-1,"scatterplotnegative",0.4,"below",0.18,"scatterplotnegative-0.4-below"
"hrji1vj1","scatterplot","negative",-1,"scatterplotnegative",0.8,"above",0.03625,"scatterplotnegative-0.8-above"
"hrji1vj1","scatterplot","negative",-1,"scatterplotnegative",0.8,"below",0.02125,"scatterplotnegative-0.8-below"
"hsi45f12","stackedline","positive",1,"stackedlinepositive",0.6,"below",0.315,"stackedlinepositive-0.6-below"
"hsi45f12","stackedline","positive",1,"stackedlinepositive",0.6,"above",0.377083333,"stackedlinepositive-0.6-above"
"hsi45f12","stackedline","positive",1,"stackedlinepositive",0.3,"above",0.393333333,"stackedlinepositive-0.3-above"
"hsi45f12","stackedline","positive",1,"stackedlinepositive",0.3,"below",0.265,"stackedlinepositive-0.3-below"
"hs58t0ra","stackedbar","positive",1,"stackedbarpositive",0.5,"below",0.461666667,"stackedbarpositive-0.5-below"
"hs58t0ra","stackedbar","positive",1,"stackedbarpositive",0.8,"above",0.18875,"stackedbarpositive-0.8-above"
"hs58t0ra","stackedbar","positive",1,"stackedbarpositive",0.5,"above",0.3,"stackedbarpositive-0.5-above"
"hs58t0ra","stackedbar","positive",1,"stackedbarpositive",0.8,"below",0.55,"stackedbarpositive-0.8-below"
"hs6geing","stackedbar","negative",-1,"stackedbarnegative",0.5,"above",0.045,"stackedbarnegative-0.5-above"
"hs6geing","stackedbar","negative",-1,"stackedbarnegative",0.8,"below",0.05,"stackedbarnegative-0.8-below"
"hs6geing","stackedbar","negative",-1,"stackedbarnegative",0.5,"below",0.195,"stackedbarnegative-0.5-below"
"hs6geing","stackedbar","negative",-1,"stackedbarnegative",0.8,"above",0.068333333,"stackedbarnegative-0.8-above"
"hsks3l64","donut","negative",-1,"donutnegative",0.7,"above",0.081666667,"donutnegative-0.7-above"
"hsks3l64","donut","negative",-1,"donutnegative",0.7,"below",0.066666667,"donutnegative-0.7-below"
"hsks3l64","donut","negative",-1,"donutnegative",0.4,"above",0.061666667,"donutnegative-0.4-above"
"hsks3l64","donut","negative",-1,"donutnegative",0.4,"below",0.196666667,"donutnegative-0.4-below"
"hs7v0thb","stackedline","negative",-1,"stackedlinenegative",0.5,"above",0.138333333,"stackedlinenegative-0.5-above"
"hs7v0thb","stackedline","negative",-1,"stackedlinenegative",0.5,"below",0.118333333,"stackedlinenegative-0.5-below"
"hs7v0thb","stackedline","negative",-1,"stackedlinenegative",0.8,"below",0.618333333,"stackedlinenegative-0.8-below"
"hs7v0thb","stackedline","negative",-1,"stackedlinenegative",0.8,"above",0.095,"stackedlinenegative-0.8-above"
"hrpbyza9","parallelCoordinates","positive",1,"parallelCoordinatespositive",0.6,"below",0.471666667,"parallelCoordinatespositive-0.6-below"
"hrpbyza9","parallelCoordinates","positive",1,"parallelCoordinatespositive",0.3,"below",0.226666667,"parallelCoordinatespositive-0.3-below"
"hrpbyza9","parallelCoordinates","positive",1,"parallelCoordinatespositive",0.3,"above",0.318333333,"parallelCoordinatespositive-0.3-above"
"hrpbyza9","parallelCoordinates","positive",1,"parallelCoordinatespositive",0.6,"above",0.145,"parallelCoordinatespositive-0.6-above"
"hsywusyp","ordered_line","negative",-1,"ordered_linenegative",0.5,"below",0.4,"ordered_linenegative-0.5-below"
"hsywusyp","ordered_line","negative",-1,"ordered_linenegative",0.8,"below",0.171666667,"ordered_linenegative-0.8-below"
"hsywusyp","ordered_line","negative",-1,"ordered_linenegative",0.8,"above",0.096666667,"ordered_linenegative-0.8-above"
"hsywusyp","ordered_line","negative",-1,"ordered_linenegative",0.5,"above",0.241666667,"ordered_linenegative-0.5-above"
"hrji0clh","scatterplot","negative",-1,"scatterplotnegative",0.4,"below",0.071666667,"scatterplotnegative-0.4-below"
"hrji0clh","scatterplot","negative",-1,"scatterplotnegative",0.4,"above",0.138333333,"scatterplotnegative-0.4-above"
"hrji0clh","scatterplot","negative",-1,"scatterplotnegative",0.8,"above",0.014583333,"scatterplotnegative-0.8-above"
"hrji0clh","scatterplot","negative",-1,"scatterplotnegative",0.8,"below",0.373333333,"scatterplotnegative-0.8-below"
"hrjqebjr","scatterplot","negative",-1,"scatterplotnegative",0.3,"below",0.096666667,"scatterplotnegative-0.3-below"
"hrjqebjr","scatterplot","negative",-1,"scatterplotnegative",0.3,"above",0.388333333,"scatterplotnegative-0.3-above"
"hrjqebjr","scatterplot","negative",-1,"scatterplotnegative",0.6,"below",0.046666667,"scatterplotnegative-0.6-below"
"hrjqebjr","scatterplot","negative",-1,"scatterplotnegative",0.6,"above",0.083333333,"scatterplotnegative-0.6-above"
"hrqireek","parallelCoordinates","negative",-1,"parallelCoordinatesnegative",0.5,"above",0.131666667,"parallelCoordinatesnegative-0.5-above"
"hrqireek","parallelCoordinates","negative",-1,"parallelCoordinatesnegative",0.5,"below",0.195,"parallelCoordinatesnegative-0.5-below"
"hrqireek","parallelCoordinates","negative",-1,"parallelCoordinatesnegative",0.8,"below",0.645,"parallelCoordinatesnegative-0.8-below"
"hrqireek","parallelCoordinates","negative",-1,"parallelCoordinatesnegative",0.8,"above",0.091666667,"parallelCoordinatesnegative-0.8-above"
"hrjqchlk","scatterplot","negative",-1,"scatterplotnegative",0.6,"above",0.165,"scatterplotnegative-0.6-above"
"hrjqchlk","scatterplot","negative",-1,"scatterplotnegative",0.3,"above",0.036666667,"scatterplotnegative-0.3-above"
"hrjqchlk","scatterplot","negative",-1,"scatterplotnegative",0.3,"below",0.096666667,"scatterplotnegative-0.3-below"
"hrjqchlk","scatterplot","negative",-1,"scatterplotnegative",0.6,"below",0.058333333,"scatterplotnegative-0.6-below"
"hrjq7op5","scatterplot","negative",-1,"scatterplotnegative",0.6,"above",0.06,"scatterplotnegative-0.6-above"
"hrjq7op5","scatterplot","negative",-1,"scatterplotnegative",0.3,"below",0.291666667,"scatterplotnegative-0.3-below"
"hrjq7op5","scatterplot","negative",-1,"scatterplotnegative",0.6,"below",0.047083333,"scatterplotnegative-0.6-below"
"hrjq7op5","scatterplot","negative",-1,"scatterplotnegative",0.3,"above",0.086666667,"scatterplotnegative-0.3-above"
"hsja6m6v","stackedarea","positive",1,"stackedareapositive",0.7,"above",0.287916667,"stackedareapositive-0.7-above"
"hsja6m6v","stackedarea","positive",1,"stackedareapositive",0.4,"below",0.505,"stackedareapositive-0.4-below"
"hsja6m6v","stackedarea","positive",1,"stackedareapositive",0.4,"above",0.356666667,"stackedareapositive-0.4-above"
"hsja6m6v","stackedarea","positive",1,"stackedareapositive",0.7,"below",0.173333333,"stackedareapositive-0.7-below"
"hsi3xmin","stackedline","positive",1,"stackedlinepositive",0.6,"above",0.384583333,"stackedlinepositive-0.6-above"
"hsi3xmin","stackedline","positive",1,"stackedlinepositive",0.6,"below",0.545,"stackedlinepositive-0.6-below"
"hsi3xmin","stackedline","positive",1,"stackedlinepositive",0.3,"below",0.228333333,"stackedlinepositive-0.3-below"
"hsi3xmin","stackedline","positive",1,"stackedlinepositive",0.3,"above",0.306666667,"stackedlinepositive-0.3-above"
"hsktw0ef","donut","negative",-1,"donutnegative",0.5,"above",0.11,"donutnegative-0.5-above"
"hsktw0ef","donut","negative",-1,"donutnegative",0.5,"below",0.118333333,"donutnegative-0.5-below"
"hsktw0ef","donut","negative",-1,"donutnegative",0.8,"above",0.058333333,"donutnegative-0.8-above"
"hsktw0ef","donut","negative",-1,"donutnegative",0.8,"below",0.22,"donutnegative-0.8-below"
"hs1t0fue","line","positive",1,"linepositive",0.8,"below",0.143333333,"linepositive-0.8-below"
"hs1t0fue","line","positive",1,"linepositive",0.8,"above",0.11,"linepositive-0.8-above"
"hs1t0fue","line","positive",1,"linepositive",0.5,"above",0.151666667,"linepositive-0.5-above"
"hs1t0fue","line","positive",1,"linepositive",0.5,"below",0.511666667,"linepositive-0.5-below"
"hscdf2i4","line","negative",-1,"linenegative",0.7,"above",0.264583333,"linenegative-0.7-above"
"hscdf2i4","line","negative",-1,"linenegative",0.7,"below",0.406666667,"linenegative-0.7-below"
"hscdf2i4","line","negative",-1,"linenegative",0.4,"below",0.55,"linenegative-0.4-below"
"hscdf2i4","line","negative",-1,"linenegative",0.4,"above",0.298333333,"linenegative-0.4-above"
"hsjfhvc4","radar","positive",1,"radarpositive",0.6,"above",0.256666667,"radarpositive-0.6-above"
"hsjfhvc4","radar","positive",1,"radarpositive",0.3,"above",0.361666667,"radarpositive-0.3-above"
"hsjfhvc4","radar","positive",1,"radarpositive",0.3,"below",0.316666667,"radarpositive-0.3-below"
"hsjfhvc4","radar","positive",1,"radarpositive",0.6,"below",0.416666667,"radarpositive-0.6-below"
"hrjcfkvz","scatterplot","positive",1,"scatterplotpositive",0.8,"above",0.038333333,"scatterplotpositive-0.8-above"
"hrjcfkvz","scatterplot","positive",1,"scatterplotpositive",0.8,"below",0.04125,"scatterplotpositive-0.8-below"
"hrjcfkvz","scatterplot","positive",1,"scatterplotpositive",0.4,"above",0.073333333,"scatterplotpositive-0.4-above"
"hrjcfkvz","scatterplot","positive",1,"scatterplotpositive",0.4,"below",0.248333333,"scatterplotpositive-0.4-below"
"hsktqrkj","donut","negative",-1,"donutnegative",0.5,"below",0.19,"donutnegative-0.5-below"
"hsktqrkj","donut","negative",-1,"donutnegative",0.5,"above",0.151666667,"donutnegative-0.5-above"
"hsktqrkj","donut","negative",-1,"donutnegative",0.8,"above",0.096666667,"donutnegative-0.8-above"
"hsktqrkj","donut","negative",-1,"donutnegative",0.8,"below",0.078333333,"donutnegative-0.8-below"
"hsb401el","scatterplot","positive",1,"scatterplotpositive",0.5,"above",0.096666667,"scatterplotpositive-0.5-above"
"hsb401el","scatterplot","positive",1,"scatterplotpositive",0.5,"below",0.035416667,"scatterplotpositive-0.5-below"
"hsb401el","scatterplot","positive",1,"scatterplotpositive",0.7,"above",0.042083333,"scatterplotpositive-0.7-above"
"hsb401el","scatterplot","positive",1,"scatterplotpositive",0.7,"below",0.035833333,"scatterplotpositive-0.7-below"
"hrpa34yd","parallelCoordinates","positive",1,"parallelCoordinatespositive",0.6,"below",0.091666667,"parallelCoordinatespositive-0.6-below"
"hrpa34yd","parallelCoordinates","positive",1,"parallelCoordinatespositive",0.3,"above",0.396666667,"parallelCoordinatespositive-0.3-above"
"hrpa34yd","parallelCoordinates","positive",1,"parallelCoordinatespositive",0.6,"above",0.123333333,"parallelCoordinatespositive-0.6-above"
"hrpa34yd","parallelCoordinates","positive",1,"parallelCoordinatespositive",0.3,"below",0.272083333,"parallelCoordinatespositive-0.3-below"
"hs7lkfbx","stackedline","negative",-1,"stackedlinenegative",0.6,"above",0.131666667,"stackedlinenegative-0.6-above"
"hs7lkfbx","stackedline","negative",-1,"stackedlinenegative",0.6,"below",0.523333333,"stackedlinenegative-0.6-below"
"hs7lkfbx","stackedline","negative",-1,"stackedlinenegative",0.3,"above",0.22,"stackedlinenegative-0.3-above"
"hs7lkfbx","stackedline","negative",-1,"stackedlinenegative",0.3,"below",0.243333333,"stackedlinenegative-0.3-below"
"hsl18qch","donut","positive",1,"donutpositive",0.5,"above",0.46625,"donutpositive-0.5-above"
"hsl18qch","donut","positive",1,"donutpositive",0.8,"above",0.192083333,"donutpositive-0.8-above"
"hsl18qch","donut","positive",1,"donutpositive",0.8,"below",0.578333333,"donutpositive-0.8-below"
"hsl18qch","donut","positive",1,"donutpositive",0.5,"below",0.378333333,"donutpositive-0.5-below"
"hsxysaet","ordered_line","positive",1,"ordered_linepositive",0.8,"below",0.05875,"ordered_linepositive-0.8-below"
"hsxysaet","ordered_line","positive",1,"ordered_linepositive",0.5,"below",0.125,"ordered_linepositive-0.5-below"
"hsxysaet","ordered_line","positive",1,"ordered_linepositive",0.8,"above",0.027916667,"ordered_linepositive-0.8-above"
"hsxysaet","ordered_line","positive",1,"ordered_linepositive",0.5,"above",0.123333333,"ordered_linepositive-0.5-above"
"hrsh88pj","parallelCoordinates","positive",1,"parallelCoordinatespositive",0.7,"above",0.156666667,"parallelCoordinatespositive-0.7-above"
"hrsh88pj","parallelCoordinates","positive",1,"parallelCoordinatespositive",0.4,"below",0.271666667,"parallelCoordinatespositive-0.4-below"
"hrsh88pj","parallelCoordinates","positive",1,"parallelCoordinatespositive",0.4,"above",0.345,"parallelCoordinatespositive-0.4-above"
"hrsh88pj","parallelCoordinates","positive",1,"parallelCoordinatespositive",0.7,"below",0.25,"parallelCoordinatespositive-0.7-below"
"hs5f7h98","stackedbar","negative",-1,"stackedbarnegative",0.6,"below",0.068333333,"stackedbarnegative-0.6-below"
"hs5f7h98","stackedbar","negative",-1,"stackedbarnegative",0.6,"above",0.078333333,"stackedbarnegative-0.6-above"
"hs5f7h98","stackedbar","negative",-1,"stackedbarnegative",0.3,"above",0.206666667,"stackedbarnegative-0.3-above"
"hs5f7h98","stackedbar","negative",-1,"stackedbarnegative",0.3,"below",0.138333333,"stackedbarnegative-0.3-below"
"hskjyqnt","radar","negative",-1,"radarnegative",0.5,"above",0.431666667,"radarnegative-0.5-above"
"hskjyqnt","radar","negative",-1,"radarnegative",0.5,"below",0.526666667,"radarnegative-0.5-below"
"hskjyqnt","radar","negative",-1,"radarnegative",0.8,"below",0.758333333,"radarnegative-0.8-below"
"hskjyqnt","radar","negative",-1,"radarnegative",0.8,"above",0.182916667,"radarnegative-0.8-above"
"hskqez5r","donut","negative",-1,"donutnegative",0.7,"below",0.11,"donutnegative-0.7-below"
"hskqez5r","donut","negative",-1,"donutnegative",0.4,"below",0.348333333,"donutnegative-0.4-below"
"hskqez5r","donut","negative",-1,"donutnegative",0.7,"above",0.056666667,"donutnegative-0.7-above"
"hskqez5r","donut","negative",-1,"donutnegative",0.4,"above",0.256666667,"donutnegative-0.4-above"
"hsc6qbdi","stackedarea","negative",-1,"stackedareanegative",0.5,"below",0.173333333,"stackedareanegative-0.5-below"
"hsc6qbdi","stackedarea","negative",-1,"stackedareanegative",0.8,"above",0.053333333,"stackedareanegative-0.8-above"
"hsc6qbdi","stackedarea","negative",-1,"stackedareanegative",0.5,"above",0.43,"stackedareanegative-0.5-above"
"hsc6qbdi","stackedarea","negative",-1,"stackedareanegative",0.8,"below",0.403333333,"stackedareanegative-0.8-below"
"hrjifl90","scatterplot","negative",-1,"scatterplotnegative",0.4,"below",0.38375,"scatterplotnegative-0.4-below"
"hrjifl90","scatterplot","negative",-1,"scatterplotnegative",0.4,"above",0.115,"scatterplotnegative-0.4-above"
"hrjifl90","scatterplot","negative",-1,"scatterplotnegative",0.8,"below",0.05,"scatterplotnegative-0.8-below"
"hrjifl90","scatterplot","negative",-1,"scatterplotnegative",0.8,"above",0.05125,"scatterplotnegative-0.8-above"
"hsi3qa8f","stackedline","positive",1,"stackedlinepositive",0.3,"below",0.618333333,"stackedlinepositive-0.3-below"
"hsi3qa8f","stackedline","positive",1,"stackedlinepositive",0.6,"above",0.340833333,"stackedlinepositive-0.6-above"
"hsi3qa8f","stackedline","positive",1,"stackedlinepositive",0.3,"above",0.29,"stackedlinepositive-0.3-above"
"hsi3qa8f","stackedline","positive",1,"stackedlinepositive",0.6,"below",0.391666667,"stackedlinepositive-0.6-below"
"hsc6ry9l","stackedarea","negative",-1,"stackedareanegative",0.8,"below",0.055,"stackedareanegative-0.8-below"
"hsc6ry9l","stackedarea","negative",-1,"stackedareanegative",0.5,"below",0.055833333,"stackedareanegative-0.5-below"
"hsc6ry9l","stackedarea","negative",-1,"stackedareanegative",0.5,"above",0.136666667,"stackedareanegative-0.5-above"
"hsc6ry9l","stackedarea","negative",-1,"stackedareanegative",0.8,"above",0.040833333,"stackedareanegative-0.8-above"
"hs542r0q","stackedbar","positive",1,"stackedbarpositive",0.7,"below",0.306666667,"stackedbarpositive-0.7-below"
"hs542r0q","stackedbar","positive",1,"stackedbarpositive",0.7,"above",0.2875,"stackedbarpositive-0.7-above"
"hs542r0q","stackedbar","positive",1,"stackedbarpositive",0.4,"above",0.198333333,"stackedbarpositive-0.4-above"
"hs542r0q","stackedbar","positive",1,"stackedbarpositive",0.4,"below",0.381666667,"stackedbarpositive-0.4-below"
"hsc6mk58","stackedarea","negative",-1,"stackedareanegative",0.8,"above",0.029166667,"stackedareanegative-0.8-above"
