"participant","vis","rdirection","sign","visandsign","rbase","approach","jnd","condition"
"hs5f3cwr","stackedbar","negative",-1,"stackedbarnegative",0.6,"above",0.151666667,"stackedbarnegative-0.6-above"
"hs5f3cwr","stackedbar","negative",-1,"stackedbarnegative",0.3,"below",0.22,"stackedbarnegative-0.3-below"
"hs5f3cwr","stackedbar","negative",-1,"stackedbarnegative",0.3,"above",0.135,"stackedbarnegative-0.3-above"
"hsb8bnlj","scatterplot","negative",-1,"scatterplotnegative",0.7,"below",0.111666667,"scatterplotnegative-0.7-below"
"hsb8bnlj","scatterplot","negative",-1,"scatterplotnegative",0.5,"below",0.04,"scatterplotnegative-0.5-below"
"hsb8bnlj","scatterplot","negative",-1,"scatterplotnegative",0.7,"above",0.05,"scatterplotnegative-0.7-above"
"hsb8bnlj","scatterplot","negative",-1,"scatterplotnegative",0.5,"above",0.148333333,"scatterplotnegative-0.5-above"
"hs7sy3t8","stackedline","negative",-1,"stackedlinenegative",0.4,"below",0.29,"stackedlinenegative-0.4-below"
"hs7sy3t8","stackedline","negative",-1,"stackedlinenegative",0.7,"below",0.203333333,"stackedlinenegative-0.7-below"
"hs7sy3t8","stackedline","negative",-1,"stackedlinenegative",0.7,"above",0.09,"stackedlinenegative-0.7-above"
"hs7sy3t8","stackedline","negative",-1,"stackedlinenegative",0.4,"above",0.295,"stackedlinenegative-0.4-above"
"hs4whdl8","stackedbar","positive",1,"stackedbarpositive",0.3,"above",0.39,"stackedbarpositive-0.3-above"
"hs4whdl8","stackedbar","positive",1,"stackedbarpositive",0.3,"below",0.571666667,"stackedbarpositive-0.3-below"
"hs4whdl8","stackedbar","positive",1,"stackedbarpositive",0.6,"below",0.571666667,"stackedbarpositive-0.6-below"
"hs4whdl8","stackedbar","positive",1,"stackedbarpositive",0.6,"above",0.34,"stackedbarpositive-0.6-above"
"hskf7xjv","radar","negative",-1,"radarnegative",0.7,"above",0.29125,"radarnegative-0.7-above"
"hskf7xjv","radar","negative",-1,"radarnegative",0.4,"above",0.445,"radarnegative-0.4-above"
"hskf7xjv","radar","negative",-1,"radarnegative",0.4,"below",0.703333333,"radarnegative-0.4-below"
"hskf7xjv","radar","negative",-1,"radarnegative",0.7,"below",0.698333333,"radarnegative-0.7-below"
"hskvlez9","donut","positive",1,"donutpositive",0.6,"below",0.461666667,"donutpositive-0.6-below"
"hskvlez9","donut","positive",1,"donutpositive",0.3,"above",0.44,"donutpositive-0.3-above"
"hskvlez9","donut","positive",1,"donutpositive",0.6,"above",0.388333333,"donutpositive-0.6-above"
"hskvlez9","donut","positive",1,"donutpositive",0.3,"below",0.37,"donutpositive-0.3-below"
"hrji0o8c","scatterplot","negative",-1,"scatterplotnegative",0.8,"above",0.05,"scatterplotnegative-0.8-above"
"hrji0o8c","scatterplot","negative",-1,"scatterplotnegative",0.4,"above",0.44,"scatterplotnegative-0.4-above"
"hrji0o8c","scatterplot","negative",-1,"scatterplotnegative",0.8,"below",0.040416667,"scatterplotnegative-0.8-below"
"hrji0o8c","scatterplot","negative",-1,"scatterplotnegative",0.4,"below",0.083333333,"scatterplotnegative-0.4-below"
"hscccqsl","line","negative",-1,"linenegative",0.6,"below",0.211666667,"linenegative-0.6-below"
"hscccqsl","line","negative",-1,"linenegative",0.3,"below",0.44,"linenegative-0.3-below"
"hscccqsl","line","negative",-1,"linenegative",0.6,"above",0.307916667,"linenegative-0.6-above"
"hscccqsl","line","negative",-1,"linenegative",0.3,"above",0.533333333,"linenegative-0.3-above"
"hs6gjgnk","stackedbar","negative",-1,"stackedbarnegative",0.5,"above",0.101666667,"stackedbarnegative-0.5-above"
"hs6gjgnk","stackedbar","negative",-1,"stackedbarnegative",0.8,"above",0.095,"stackedbarnegative-0.8-above"
"hs6gjgnk","stackedbar","negative",-1,"stackedbarnegative",0.5,"below",0.15,"stackedbarnegative-0.5-below"
"hs6gjgnk","stackedbar","negative",-1,"stackedbarnegative",0.8,"below",0.406666667,"stackedbarnegative-0.8-below"
"hsl2ovm9","donut","positive",1,"donutpositive",0.5,"below",0.38,"donutpositive-0.5-below"
"hsl2ovm9","donut","positive",1,"donutpositive",0.8,"above",0.189166667,"donutpositive-0.8-above"
"hsl2ovm9","donut","positive",1,"donutpositive",0.5,"above",0.47,"donutpositive-0.5-above"
"hsl2ovm9","donut","positive",1,"donutpositive",0.8,"below",0.408333333,"donutpositive-0.8-below"
"hsjjewk2","radar","positive",1,"radarpositive",0.5,"below",0.221666667,"radarpositive-0.5-below"
"hsjjewk2","radar","positive",1,"radarpositive",0.5,"above",0.281666667,"radarpositive-0.5-above"
"hsjjewk2","radar","positive",1,"radarpositive",0.8,"below",0.255,"radarpositive-0.8-below"
"hsjjewk2","radar","positive",1,"radarpositive",0.8,"above",0.113333333,"radarpositive-0.8-above"
"hrqf4g68","parallelCoordinates","negative",-1,"parallelCoordinatesnegative",0.6,"below",0.037083333,"parallelCoordinatesnegative-0.6-below"
"hrqf4g68","parallelCoordinates","negative",-1,"parallelCoordinatesnegative",0.3,"above",0.086666667,"parallelCoordinatesnegative-0.3-above"
"hrqf4g68","parallelCoordinates","negative",-1,"parallelCoordinatesnegative",0.3,"below",0.103333333,"parallelCoordinatesnegative-0.3-below"
"hrqf4g68","parallelCoordinates","negative",-1,"parallelCoordinatesnegative",0.6,"above",0.058333333,"parallelCoordinatesnegative-0.6-above"
"hsj9zzoe","stackedarea","positive",1,"stackedareapositive",0.7,"below",0.445,"stackedareapositive-0.7-below"
"hsj9zzoe","stackedarea","positive",1,"stackedareapositive",0.7,"above",0.293333333,"stackedareapositive-0.7-above"
"hsj9zzoe","stackedarea","positive",1,"stackedareapositive",0.4,"above",0.28,"stackedareapositive-0.4-above"
"hsj9zzoe","stackedarea","positive",1,"stackedareapositive",0.4,"below",0.335,"stackedareapositive-0.4-below"
"hrjmd9te","scatterplot","negative",-1,"scatterplotnegative",0.8,"below",0.023333333,"scatterplotnegative-0.8-below"
"hrjmd9te","scatterplot","negative",-1,"scatterplotnegative",0.4,"above",0.44,"scatterplotnegative-0.4-above"
"hrjmd9te","scatterplot","negative",-1,"scatterplotnegative",0.4,"below",0.105,"scatterplotnegative-0.4-below"
"hrjmd9te","scatterplot","negative",-1,"scatterplotnegative",0.8,"above",0.185833333,"scatterplotnegative-0.8-above"
"hrpgos47","parallelCoordinates","positive",1,"parallelCoordinatespositive",0.5,"below",0.213333333,"parallelCoordinatespositive-0.5-below"
"hrpgos47","parallelCoordinates","positive",1,"parallelCoordinatespositive",0.8,"below",0.185,"parallelCoordinatespositive-0.8-below"
"hrpgos47","parallelCoordinates","positive",1,"parallelCoordinatespositive",0.5,"above",0.178333333,"parallelCoordinatespositive-0.5-above"
"hrpgos47","parallelCoordinates","positive",1,"parallelCoordinatespositive",0.8,"above",0.095,"parallelCoordinatespositive-0.8-above"
"hrse69iv","parallelCoordinates","positive",1,"parallelCoordinatespositive",0.4,"below",0.375,"parallelCoordinatespositive-0.4-below"
"hrse69iv","parallelCoordinates","positive",1,"parallelCoordinatespositive",0.4,"above",0.275,"parallelCoordinatespositive-0.4-above"
"hrse69iv","parallelCoordinates","positive",1,"parallelCoordinatespositive",0.7,"below",0.11,"parallelCoordinatespositive-0.7-below"
"hrse69iv","parallelCoordinates","positive",1,"parallelCoordinatespositive",0.7,"above",0.252083333,"parallelCoordinatespositive-0.7-above"
"hsyp0g5n","ordered_line","negative",-1,"ordered_linenegative",0.6,"below",0.13,"ordered_linenegative-0.6-below"
"hsyp0g5n","ordered_line","negative",-1,"ordered_linenegative",0.3,"above",0.528333333,"ordered_linenegative-0.3-above"
"hsyp0g5n","ordered_line","negative",-1,"ordered_linenegative",0.3,"below",0.811666667,"ordered_linenegative-0.3-below"
"hsyp0g5n","ordered_line","negative",-1,"ordered_linenegative",0.6,"above",0.175,"ordered_linenegative-0.6-above"
"hsi3rkdv","stackedline","positive",1,"stackedlinepositive",0.6,"below",0.27,"stackedlinepositive-0.6-below"
"hsi3rkdv","stackedline","positive",1,"stackedlinepositive",0.6,"above",0.375416667,"stackedlinepositive-0.6-above"
"hsi3rkdv","stackedline","positive",1,"stackedlinepositive",0.3,"above",0.361666667,"stackedlinepositive-0.3-above"
"hsi3rkdv","stackedline","positive",1,"stackedlinepositive",0.3,"below",0.525,"stackedlinepositive-0.3-below"
"hsyvju07","ordered_line","negative",-1,"ordered_linenegative",0.4,"below",0.196666667,"ordered_linenegative-0.4-below"
"hsyvju07","ordered_line","negative",-1,"ordered_linenegative",0.7,"below",0.158333333,"ordered_linenegative-0.7-below"
"hsyvju07","ordered_line","negative",-1,"ordered_linenegative",0.4,"above",0.256666667,"ordered_linenegative-0.4-above"
"hsyvju07","ordered_line","negative",-1,"ordered_linenegative",0.7,"above",0.053333333,"ordered_linenegative-0.7-above"
"hsywq8bq","ordered_line","negative",-1,"ordered_linenegative",0.5,"below",0.195,"ordered_linenegative-0.5-below"
"hsywq8bq","ordered_line","negative",-1,"ordered_linenegative",0.5,"above",0.118333333,"ordered_linenegative-0.5-above"
"hsywq8bq","ordered_line","negative",-1,"ordered_linenegative",0.8,"below",0.305,"ordered_linenegative-0.8-below"
"hsywq8bq","ordered_line","negative",-1,"ordered_linenegative",0.8,"above",0.115,"ordered_linenegative-0.8-above"
"hsj9zext","stackedarea","positive",1,"stackedareapositive",0.7,"above",0.265416667,"stackedareapositive-0.7-above"
"hsj9zext","stackedarea","positive",1,"stackedareapositive",0.7,"below",0.365,"stackedareapositive-0.7-below"
"hsj9zext","stackedarea","positive",1,"stackedareapositive",0.4,"below",0.631666667,"stackedareapositive-0.4-below"
"hsj9zext","stackedarea","positive",1,"stackedareapositive",0.4,"above",0.35,"stackedareapositive-0.4-above"
"hsbypehh","stackedarea","negative",-1,"stackedareanegative",0.6,"above",0.17,"stackedareanegative-0.6-above"
"hsbypehh","stackedarea","negative",-1,"stackedareanegative",0.3,"below",0.078333333,"stackedareanegative-0.3-below"
"hsbypehh","stackedarea","negative",-1,"stackedareanegative",0.6,"below",0.165,"stackedareanegative-0.6-below"
"hsbypehh","stackedarea","negative",-1,"stackedareanegative",0.3,"above",0.188333333,"stackedareanegative-0.3-above"
"hs1wvznx","line","positive",1,"linepositive",0.4,"below",0.448333333,"linepositive-0.4-below"
"hs1wvznx","line","positive",1,"linepositive",0.7,"above",0.24,"linepositive-0.7-above"
"hs1wvznx","line","positive",1,"linepositive",0.7,"below",0.171666667,"linepositive-0.7-below"
"hs1wvznx","line","positive",1,"linepositive",0.4,"above",0.326666667,"linepositive-0.4-above"
"hsja8e3r","stackedarea","positive",1,"stackedareapositive",0.4,"below",0.256666667,"stackedareapositive-0.4-below"
"hsja8e3r","stackedarea","positive",1,"stackedareapositive",0.7,"below",0.553333333,"stackedareapositive-0.7-below"
"hsja8e3r","stackedarea","positive",1,"stackedareapositive",0.7,"above",0.29,"stackedareapositive-0.7-above"
"hsja8e3r","stackedarea","positive",1,"stackedareapositive",0.4,"above",0.35,"stackedareapositive-0.4-above"
"hrin9g34","scatterplot","positive",1,"scatterplotpositive",0.3,"above",0.128333333,"scatterplotpositive-0.3-above"
"hrin9g34","scatterplot","positive",1,"scatterplotpositive",0.6,"above",0.051666667,"scatterplotpositive-0.6-above"
"hrin9g34","scatterplot","positive",1,"scatterplotpositive",0.6,"below",0.101666667,"scatterplotpositive-0.6-below"
"hrin9g34","scatterplot","positive",1,"scatterplotpositive",0.3,"below",0.113333333,"scatterplotpositive-0.3-below"
"hsyxcjhl","ordered_line","negative",-1,"ordered_linenegative",0.5,"below",0.103333333,"ordered_linenegative-0.5-below"
"hsyxcjhl","ordered_line","negative",-1,"ordered_linenegative",0.5,"above",0.083333333,"ordered_linenegative-0.5-above"
"hsyxcjhl","ordered_line","negative",-1,"ordered_linenegative",0.8,"above",0.125,"ordered_linenegative-0.8-above"
"hsyxcjhl","ordered_line","negative",-1,"ordered_linenegative",0.8,"below",0.101666667,"ordered_linenegative-0.8-below"
"hsj2jwzs","stackedline","positive",1,"stackedlinepositive",0.8,"below",0.208333333,"stackedlinepositive-0.8-below"
"hsj2jwzs","stackedline","positive",1,"stackedlinepositive",0.5,"above",0.475416667,"stackedlinepositive-0.5-above"
"hsj2jwzs","stackedline","positive",1,"stackedlinepositive",0.8,"above",0.187083333,"stackedlinepositive-0.8-above"
"hsj2jwzs","stackedline","positive",1,"stackedlinepositive",0.5,"below",0.7,"stackedlinepositive-0.5-below"
"hs2m63a1","line","positive",1,"linepositive",0.3,"below",0.368333333,"linepositive-0.3-below"
"hs2m63a1","line","positive",1,"linepositive",0.6,"below",0.29,"linepositive-0.6-below"
"hs2m63a1","line","positive",1,"linepositive",0.6,"above",0.155,"linepositive-0.6-above"
"hs2m63a1","line","positive",1,"linepositive",0.3,"above",0.408333333,"linepositive-0.3-above"
"hsb4382p","scatterplot","positive",1,"scatterplotpositive",0.5,"above",0.068333333,"scatterplotpositive-0.5-above"
"hsb4382p","scatterplot","positive",1,"scatterplotpositive",0.7,"below",0.045833333,"scatterplotpositive-0.7-below"
"hsb4382p","scatterplot","positive",1,"scatterplotpositive",0.7,"above",0.05,"scatterplotpositive-0.7-above"
"hsb4382p","scatterplot","positive",1,"scatterplotpositive",0.5,"below",0.035416667,"scatterplotpositive-0.5-below"
"hsl19v73","donut","positive",1,"donutpositive",0.8,"below",0.408333333,"donutpositive-0.8-below"
"hsl19v73","donut","positive",1,"donutpositive",0.8,"above",0.185,"donutpositive-0.8-above"
"hsl19v73","donut","positive",1,"donutpositive",0.5,"below",0.338333333,"donutpositive-0.5-below"
"hsl19v73","donut","positive",1,"donutpositive",0.5,"above",0.46625,"donutpositive-0.5-above"
"hrjcrz2x","scatterplot","positive",1,"scatterplotpositive",0.8,"below",0.053333333,"scatterplotpositive-0.8-below"
"hrjcrz2x","scatterplot","positive",1,"scatterplotpositive",0.4,"above",0.135,"scatterplotpositive-0.4-above"
"hrjcrz2x","scatterplot","positive",1,"scatterplotpositive",0.8,"above",0.046666667,"scatterplotpositive-0.8-above"
"hrjcrz2x","scatterplot","positive",1,"scatterplotpositive",0.4,"below",0.071666667,"scatterplotpositive-0.4-below"
"hskc92xr","radar","negative",-1,"radarnegative",0.3,"above",0.61375,"radarnegative-0.3-above"
"hskc92xr","radar","negative",-1,"radarnegative",0.3,"below",0.498333333,"radarnegative-0.3-below"
"hskc92xr","radar","negative",-1,"radarnegative",0.6,"above",0.3775,"radarnegative-0.6-above"
"hskc92xr","radar","negative",-1,"radarnegative",0.6,"below",0.588333333,"radarnegative-0.6-below"
"hsjh7kq1","radar","positive",1,"radarpositive",0.7,"above",0.290416667,"radarpositive-0.7-above"
"hsjh7kq1","radar","positive",1,"radarpositive",0.4,"above",0.185,"radarpositive-0.4-above"
"hsjh7kq1","radar","positive",1,"radarpositive",0.4,"below",0.305,"radarpositive-0.4-below"
"hsjh7kq1","radar","positive",1,"radarpositive",0.7,"below",0.181666667,"radarpositive-0.7-below"
"hsyp7uip","ordered_line","negative",-1,"ordered_linenegative",0.6,"below",0.095,"ordered_linenegative-0.6-below"
"hsyp7uip","ordered_line","negative",-1,"ordered_linenegative",0.3,"below",0.811666667,"ordered_linenegative-0.3-below"
"hsyp7uip","ordered_line","negative",-1,"ordered_linenegative",0.6,"above",0.081666667,"ordered_linenegative-0.6-above"
"hsyp7uip","ordered_line","negative",-1,"ordered_linenegative",0.3,"above",0.291666667,"ordered_linenegative-0.3-above"
"hsj6ubu3","stackedarea","positive",1,"stackedareapositive",0.6,"above",0.344166667,"stackedareapositive-0.6-above"
"hsj6ubu3","stackedarea","positive",1,"stackedareapositive",0.3,"above",0.263333333,"stackedareapositive-0.3-above"
"hsj6ubu3","stackedarea","positive",1,"stackedareapositive",0.6,"below",0.445,"stackedareapositive-0.6-below"
"hsj6ubu3","stackedarea","positive",1,"stackedareapositive",0.3,"below",0.346666667,"stackedareapositive-0.3-below"
"hsyt8pm2","ordered_line","negative",-1,"ordered_linenegative",0.7,"below",0.353333333,"ordered_linenegative-0.7-below"
"hsyt8pm2","ordered_line","negative",-1,"ordered_linenegative",0.4,"above",0.211666667,"ordered_linenegative-0.4-above"
"hsyt8pm2","ordered_line","negative",-1,"ordered_linenegative",0.4,"below",0.541666667,"ordered_linenegative-0.4-below"
"hsyt8pm2","ordered_line","negative",-1,"ordered_linenegative",0.7,"above",0.098333333,"ordered_linenegative-0.7-above"
"hsl14s7z","donut","positive",1,"donutpositive",0.5,"above",0.415416667,"donutpositive-0.5-above"
"hsl14s7z","donut","positive",1,"donutpositive",0.8,"below",0.575,"donutpositive-0.8-below"
"hsl14s7z","donut","positive",1,"donutpositive",0.8,"above",0.18125,"donutpositive-0.8-above"
"hsl14s7z","donut","positive",1,"donutpositive",0.5,"below",0.245,"donutpositive-0.5-below"
"hskv8ga9","donut","positive",1,"donutpositive",0.6,"below",0.396666667,"donutpositive-0.6-below"
"hskv8ga9","donut","positive",1,"donutpositive",0.6,"above",0.39125,"donutpositive-0.6-above"
"hskv8ga9","donut","positive",1,"donutpositive",0.3,"below",0.496666667,"donutpositive-0.3-below"
"hskv8ga9","donut","positive",1,"donutpositive",0.3,"above",0.411666667,"donutpositive-0.3-above"
"hrjckwm4","scatterplot","positive",1,"scatterplotpositive",0.8,"above",0.025416667,"scatterplotpositive-0.8-above"
"hrjckwm4","scatterplot","positive",1,"scatterplotpositive",0.4,"above",0.081666667,"scatterplotpositive-0.4-above"
"hrjckwm4","scatterplot","positive",1,"scatterplotpositive",0.4,"below",0.103333333,"scatterplotpositive-0.4-below"
"hrjckwm4","scatterplot","positive",1,"scatterplotpositive",0.8,"below",0.043333333,"scatterplotpositive-0.8-below"
"hscevzgv","line","negative",-1,"linenegative",0.5,"below",0.465,"linenegative-0.5-below"
"hscevzgv","line","negative",-1,"linenegative",0.8,"above",0.188333333,"linenegative-0.8-above"
"hscevzgv","line","negative",-1,"linenegative",0.5,"above",0.256666667,"linenegative-0.5-above"
"hscevzgv","line","negative",-1,"linenegative",0.8,"below",0.615,"linenegative-0.8-below"
"hsb7vtqg","scatterplot","negative",-1,"scatterplotnegative",0.7,"below",0.051666667,"scatterplotnegative-0.7-below"
"hsb7vtqg","scatterplot","negative",-1,"scatterplotnegative",0.5,"above",0.111666667,"scatterplotnegative-0.5-above"
"hsb7vtqg","scatterplot","negative",-1,"scatterplotnegative",0.5,"below",0.086666667,"scatterplotnegative-0.5-below"
"hsb7vtqg","scatterplot","negative",-1,"scatterplotnegative",0.7,"above",0.063333333,"scatterplotnegative-0.7-above"
"hsjkez1r","radar","positive",1,"radarpositive",0.5,"below",0.228333333,"radarpositive-0.5-below"
"hsjkez1r","radar","positive",1,"radarpositive",0.8,"above",0.093333333,"radarpositive-0.8-above"
"hsjkez1r","radar","positive",1,"radarpositive",0.8,"below",0.125,"radarpositive-0.8-below"
"hsjkez1r","radar","positive",1,"radarpositive",0.5,"above",0.409166667,"radarpositive-0.5-above"
"hscd9d2o","line","negative",-1,"linenegative",0.7,"above",0.280416667,"linenegative-0.7-above"
"hscd9d2o","line","negative",-1,"linenegative",0.4,"above",0.58,"linenegative-0.4-above"
"hscd9d2o","line","negative",-1,"linenegative",0.7,"below",0.563333333,"linenegative-0.7-below"
"hscd9d2o","line","negative",-1,"linenegative",0.4,"below",0.298333333,"linenegative-0.4-below"
"hskr3amc","donut","negative",-1,"donutnegative",0.7,"above",0.096666667,"donutnegative-0.7-above"
"hskr3amc","donut","negative",-1,"donutnegative",0.4,"above",0.526666667,"donutnegative-0.4-above"
"hskr3amc","donut","negative",-1,"donutnegative",0.7,"below",0.046666667,"donutnegative-0.7-below"
"hskr3amc","donut","negative",-1,"donutnegative",0.4,"below",0.203333333,"donutnegative-0.4-below"
"hsb4c2vi","scatterplot","positive",1,"scatterplotpositive",0.5,"below",0.118333333,"scatterplotpositive-0.5-below"
"hsb4c2vi","scatterplot","positive",1,"scatterplotpositive",0.7,"above",0.039166667,"scatterplotpositive-0.7-above"
"hsb4c2vi","scatterplot","positive",1,"scatterplotpositive",0.5,"above",0.096666667,"scatterplotpositive-0.5-above"
"hsb4c2vi","scatterplot","positive",1,"scatterplotpositive",0.7,"below",0.068333333,"scatterplotpositive-0.7-below"
"hsb423wk","scatterplot","positive",1,"scatterplotpositive",0.7,"below",0.068333333,"scatterplotpositive-0.7-below"
"hsb423wk","scatterplot","positive",1,"scatterplotpositive",0.5,"below",0.03375,"scatterplotpositive-0.5-below"
"hsb423wk","scatterplot","positive",1,"scatterplotpositive",0.5,"above",0.023333333,"scatterplotpositive-0.5-above"
"hsb423wk","scatterplot","positive",1,"scatterplotpositive",0.7,"above",0.042083333,"scatterplotpositive-0.7-above"
"hrse6v92","parallelCoordinates","positive",1,"parallelCoordinatespositive",0.4,"above",0.191666667,"parallelCoordinatespositive-0.4-above"
"hrse6v92","parallelCoordinates","positive",1,"parallelCoordinatespositive",0.7,"above",0.08,"parallelCoordinatespositive-0.7-above"
"hrse6v92","parallelCoordinates","positive",1,"parallelCoordinatespositive",0.7,"below",0.146666667,"parallelCoordinatespositive-0.7-below"
"hrse6v92","parallelCoordinates","positive",1,"parallelCoordinatespositive",0.4,"below",0.306666667,"parallelCoordinatespositive-0.4-below"
"hrji0cjz","scatterplot","negative",-1,"scatterplotnegative",0.8,"below",0.03,"scatterplotnegative-0.8-below"
"hrji0cjz","scatterplot","negative",-1,"scatterplotnegative",0.8,"above",0.027916667,"scatterplotnegative-0.8-above"
"hrji0cjz","scatterplot","negative",-1,"scatterplotnegative",0.4,"above",0.44,"scatterplotnegative-0.4-above"
"hrji0cjz","scatterplot","negative",-1,"scatterplotnegative",0.4,"below",0.116666667,"scatterplotnegative-0.4-below"
"hrinc1ks","scatterplot","positive",1,"scatterplotpositive",0.3,"below",0.133333333,"scatterplotpositive-0.3-below"
"hrinc1ks","scatterplot","positive",1,"scatterplotpositive",0.6,"above",0.063333333,"scatterplotpositive-0.6-above"
"hrinc1ks","scatterplot","positive",1,"scatterplotpositive",0.3,"above",0.091666667,"scatterplotpositive-0.3-above"
"hrinc1ks","scatterplot","positive",1,"scatterplotpositive",0.6,"below",0.06,"scatterplotpositive-0.6-below"
"hsb4h23n","scatterplot","positive",1,"scatterplotpositive",0.7,"above",0.041666667,"scatterplotpositive-0.7-above"
"hsb4h23n","scatterplot","positive",1,"scatterplotpositive",0.7,"below",0.068333333,"scatterplotpositive-0.7-below"
"hsb4h23n","scatterplot","positive",1,"scatterplotpositive",0.5,"below",0.988333333,"scatterplotpositive-0.5-below"
"hsb4h23n","scatterplot","positive",1,"scatterplotpositive",0.5,"above",0.071666667,"scatterplotpositive-0.5-above"
"hsj32t61","stackedline","positive",1,"stackedlinepositive",0.5,"above",0.115,"stackedlinepositive-0.5-above"
"hsj32t61","stackedline","positive",1,"stackedlinepositive",0.8,"above",0.180833333,"stackedlinepositive-0.8-above"
"hsj32t61","stackedline","positive",1,"stackedlinepositive",0.8,"below",0.468333333,"stackedlinepositive-0.8-below"
"hsj32t61","stackedline","positive",1,"stackedlinepositive",0.5,"below",0.7,"stackedlinepositive-0.5-below"
"hs545rd5","stackedbar","positive",1,"stackedbarpositive",0.4,"below",0.641666667,"stackedbarpositive-0.4-below"
"hs545rd5","stackedbar","positive",1,"stackedbarpositive",0.7,"below",0.666666667,"stackedbarpositive-0.7-below"
"hs545rd5","stackedbar","positive",1,"stackedbarpositive",0.4,"above",0.321666667,"stackedbarpositive-0.4-above"
"hs545rd5","stackedbar","positive",1,"stackedbarpositive",0.7,"above",0.26125,"stackedbarpositive-0.7-above"
"hsknw8en","donut","negative",-1,"donutnegative",0.6,"below",0.188333333,"donutnegative-0.6-below"
"hsknw8en","donut","negative",-1,"donutnegative",0.6,"above",0.078333333,"donutnegative-0.6-above"
"hsknw8en","donut","negative",-1,"donutnegative",0.3,"above",0.413333333,"donutnegative-0.3-above"
"hsknw8en","donut","negative",-1,"donutnegative",0.3,"below",0.263333333,"donutnegative-0.3-below"
"hsbyv8bf","stackedarea","negative",-1,"stackedareanegative",0.3,"above",0.188333333,"stackedareanegative-0.3-above"
"hsbyv8bf","stackedarea","negative",-1,"stackedareanegative",0.6,"above",0.105,"stackedareanegative-0.6-above"
"hsbyv8bf","stackedarea","negative",-1,"stackedareanegative",0.6,"below",0.178333333,"stackedareanegative-0.6-below"
"hsbyv8bf","stackedarea","negative",-1,"stackedareanegative",0.3,"below",0.108333333,"stackedareanegative-0.3-below"
"hsxt6itq","ordered_line","positive",1,"ordered_linepositive",0.3,"above",0.175,"ordered_linepositive-0.3-above"
"hsxt6itq","ordered_line","positive",1,"ordered_linepositive",0.3,"below",0.378333333,"ordered_linepositive-0.3-below"
"hsxt6itq","ordered_line","positive",1,"ordered_linepositive",0.6,"below",0.083333333,"ordered_linepositive-0.6-below"
"hsxt6itq","ordered_line","positive",1,"ordered_linepositive",0.6,"above",0.05125,"ordered_linepositive-0.6-above"
"hs2mv1o3","line","positive",1,"linepositive",0.6,"below",0.325,"linepositive-0.6-below"
"hs2mv1o3","line","positive",1,"linepositive",0.3,"above",0.211666667,"linepositive-0.3-above"
"hs2mv1o3","line","positive",1,"linepositive",0.3,"below",0.428333333,"linepositive-0.3-below"
"hs2mv1o3","line","positive",1,"linepositive",0.6,"above",0.24,"linepositive-0.6-above"
"hsl1zxww","donut","positive",1,"donutpositive",0.5,"above",0.441666667,"donutpositive-0.5-above"
"hsl1zxww","donut","positive",1,"donutpositive",0.5,"below",0.428333333,"donutpositive-0.5-below"
"hsl1zxww","donut","positive",1,"donutpositive",0.8,"above",0.1875,"donutpositive-0.8-above"
"hsl1zxww","donut","positive",1,"donutpositive",0.8,"below",0.468333333,"donutpositive-0.8-below"
"hsl1916r","donut","positive",1,"donutpositive",0.5,"above",0.474583333,"donutpositive-0.5-above"
"hsl1916r","donut","positive",1,"donutpositive",0.5,"below",0.625,"donutpositive-0.5-below"
"hsl1916r","donut","positive",1,"donutpositive",0.8,"below",0.468333333,"donutpositive-0.8-below"
"hsl1916r","donut","positive",1,"donutpositive",0.8,"above",0.177916667,"donutpositive-0.8-above"
"hsknsk4r","donut","negative",-1,"donutnegative",0.6,"above",0.12,"donutnegative-0.6-above"
"hsknsk4r","donut","negative",-1,"donutnegative",0.3,"below",0.356666667,"donutnegative-0.3-below"
"hsknsk4r","donut","negative",-1,"donutnegative",0.6,"below",0.16,"donutnegative-0.6-below"
"hsknsk4r","donut","negative",-1,"donutnegative",0.3,"above",0.13,"donutnegative-0.3-above"
"hs58mj6u","stackedbar","positive",1,"stackedbarpositive",0.5,"above",0.111666667,"stackedbarpositive-0.5-above"
"hs58mj6u","stackedbar","positive",1,"stackedbarpositive",0.8,"below",0.391666667,"stackedbarpositive-0.8-below"
"hs58mj6u","stackedbar","positive",1,"stackedbarpositive",0.8,"above",0.19125,"stackedbarpositive-0.8-above"
"hs58mj6u","stackedbar","positive",1,"stackedbarpositive",0.5,"below",0.401666667,"stackedbarpositive-0.5-below"
"hs7zzpls","stackedline","negative",-1,"stackedlinenegative",0.5,"below",0.478333333,"stackedlinenegative-0.5-below"
"hs7zzpls","stackedline","negative",-1,"stackedlinenegative",0.8,"below",0.098333333,"stackedlinenegative-0.8-below"
"hs7zzpls","stackedline","negative",-1,"stackedlinenegative",0.8,"above",0.068333333,"stackedlinenegative-0.8-above"
"hs7zzpls","stackedline","negative",-1,"stackedlinenegative",0.5,"above",0.051666667,"stackedlinenegative-0.5-above"
"hsxuywsc","ordered_line","positive",1,"ordered_linepositive",0.7,"above",0.06,"ordered_linepositive-0.7-above"
"hsxuywsc","ordered_line","positive",1,"ordered_linepositive",0.7,"below",0.51,"ordered_linepositive-0.7-below"
"hsxuywsc","ordered_line","positive",1,"ordered_linepositive",0.4,"above",0.223333333,"ordered_linepositive-0.4-above"
